page_id,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,dc/marvel
131475,Keane (New Earth),,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,6.0,"2006, December",2006.0,dc
505702,Cracksmith (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Mar-45,1945.0,marvel
16576,Geometer (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,6.0,Oct-93,1993.0,marvel
4252,Henry Hewitt (New Earth),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,10.0,"1983, August",1983.0,dc
143061,David Hand (New Earth),,Good Characters,,,Male Characters,,Living Characters,3.0,"1964, June",1964.0,dc
210972,Ghrelk (New Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Deceased Characters,4.0,1986,1986.0,dc
211564,Yellow Peril (New Earth),Secret Identity,,,,Male Characters,,Living Characters,1.0,"2010, December",2010.0,dc
508469,Professor Kilgory (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Jun-45,1945.0,marvel
1388,D'Spayre (Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,,Apr-78,1978.0,marvel
127844,Joshua Champion (New Earth),,Bad Characters,,,Male Characters,,Living Characters,2.0,"1984, October",1984.0,dc
4571,Philip Sterns (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,16.0,Nov-89,1989.0,marvel
237927,Allan Lewis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4.0,Feb-40,1940.0,marvel
21542,Joshua Pryce (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,5.0,Sep-94,1994.0,marvel
168229,Dude Jensen (Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,8.0,Feb-74,1974.0,marvel
402640,Vaipala Rani (Earth-616),,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Oct-10,2010.0,marvel
167504,Max (Fortisquian) (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,14.0,Feb-87,1987.0,marvel
18492,Akreon (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Mar-83,1983.0,marvel
472536,Longnails Legarya (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,May-42,1942.0,marvel
400715,Kingmaker (Wallace) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-05,2005.0,marvel
16025,"Gary Wilton, Jr. (Earth-616)",Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,3.0,Sep-93,1993.0,marvel
492701,Nogatmi (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Dec-43,1943.0,marvel
132262,Stacy Taglia (New Earth),,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,14.0,"1997, September",1997.0,dc
485812,Mr. Jones (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Aug-03,2003.0,marvel
51760,Mister Chambers (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,17.0,Jan-78,1978.0,marvel
10168,Ethan Edwards (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,15.0,Jun-05,2005.0,marvel
554565,Katherine Kiernan (Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,15.0,Oct-12,2012.0,marvel
679249,Gordon Nobili (Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,9.0,,,marvel
237744,Torger (Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,Mar-69,1969.0,marvel
3825,William Schmitz (New Earth),,Good Characters,,Grey Hair,Male Characters,,Living Characters,2.0,"1987, August",1987.0,dc
197473,Franklin Stern (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,13.0,"1993, November",1993.0,dc
706535,D.C.1. (A.I.M.) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2.0,Jan-11,2011.0,marvel
11842,"Richard Grey, Jr. (New Earth)",Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,16.0,"1940, May",1940.0,dc
129127,Sewer King (New Earth),Identity Unknown,Bad Characters,,,Male Characters,,Deceased Characters,1.0,"2006, October",2006.0,dc
33822,Talks-To-Spirits (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,1.0,Apr-90,1990.0,marvel
510950,Saber (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,6.0,Apr-12,2012.0,marvel
247144,Lenny Sirkes (Earth-616),,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1.0,Jun-09,2009.0,marvel
557949,Cubist (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,2.0,Jul-93,1993.0,marvel
144458,Oliversity (New Earth),,Good Characters,,,Male Characters,,Deceased Characters,12.0,"1988, March",1988.0,dc
340076,Michele Michaels (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,1.0,Nov-07,2007.0,marvel
491077,Octo-Monster (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Oct-61,1961.0,marvel
427295,Uthar (Earth-616),,,,Brown Hair,Male Characters,,Living Characters,1.0,Aug-82,1982.0,marvel
155093,Skitch Benson (New Earth),,Bad Characters,,,Male Characters,,Living Characters,1.0,"2008, April",2008.0,dc
29823,Aristotle Rodor (New Earth),Public Identity,,Blue Eyes,White Hair,Male Characters,,Living Characters,48.0,"1987, February",1987.0,dc
186658,Goldstar (New Earth),,Bad Characters,Grey Eyes,,Female Characters,,Living Characters,2.0,"1988, February",1988.0,dc
78013,Spacker Dave (Earth-616),,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,12.0,Apr-00,2000.0,marvel
561424,Sherna (Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,1.0,Feb-79,1979.0,marvel
10716,Atlan (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32.0,"1990, July",1990.0,dc
468350,Orrible Oress (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Jan-42,1942.0,marvel
1161,Ben Urich (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,324.0,Jul-78,1978.0,marvel
676139,Dondi Reese (Earth-616),Public Identity,Neutral Characters,Grey Eyes,White Hair,Female Characters,,Living Characters,8.0,Apr-05,2005.0,marvel
9908,Sarge Clay (New Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,121.0,"1959, May",1959.0,dc
15628,Butane (Earth-616),Secret Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,Living Characters,2.0,Apr-93,1993.0,marvel
489383,William Darvin (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Jun-82,1982.0,marvel
175484,Fletcher Heggs (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Oct-82,1982.0,marvel
495279,Leah (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,27.0,Aug-11,2011.0,marvel
129520,Pasha Gorki (New Earth),,Bad Characters,,Red Hair,Male Characters,,Living Characters,,"1985, April",1985.0,dc
21492,Zander Rice (Earth-616),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,8.0,Mar-05,2005.0,marvel
27535,Dementia (Tia) (Earth-616),Secret Identity,Neutral Characters,,Blue Hair,Female Characters,,Living Characters,3.0,Jun-93,1993.0,marvel
606381,Robert Michaud (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,1.0,Jun-13,2013.0,marvel
606630,Ranephi (Earth-616),,Neutral Characters,,,Male Characters,,Deceased Characters,,Oct-75,1975.0,marvel
1458,Domina (Earth-616),Secret Identity,Bad Characters,Silver Eyes,Purple Hair,Female Characters,,Deceased Characters,7.0,Apr-00,2000.0,marvel
216165,Anton Schott (New Earth),Public Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,2.0,"2011, January",2011.0,dc
530072,Strangler (Shatterforce) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,Aug-94,1994.0,marvel
83837,Rikkard Rynders (New Earth),,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2.0,"1988, April",1988.0,dc
184564,Dahak (New Earth),,Bad Characters,,,,,Living Characters,2.0,"1994, March",1994.0,dc
54953,Daimos (Earth-616),,,,,,,Living Characters,,,,marvel
564984,Castor (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Aug-08,2008.0,marvel
410732,Gregor (resident of the Golden Star),No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,1.0,Jul-73,1973.0,marvel
244737,Lord of Death (Earth-616),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,4.0,Jun-41,1941.0,marvel
664967,Saen Sendak (Earth-616),,,,,Male Characters,,Deceased Characters,2.0,Jan-08,2008.0,marvel
43145,Vera Gemini (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Living Characters,5.0,Apr-78,1978.0,marvel
12761,Alix Harrower (New Earth),Secret Identity,Good Characters,White Eyes,Red Hair,Female Characters,,Living Characters,22.0,"2006, January",2006.0,dc
62639,Talon (Earth-3),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,"2006, September",2006.0,dc
570236,Lyle Doorne (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,4.0,Nov-12,2012.0,marvel
161725,Archer (New Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4.0,"2009, October",2009.0,dc
2766,Salakk (New Earth),Secret Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,155.0,"1982, February",1982.0,dc
751843,Aurelio Santurce (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Sep-97,1997.0,marvel
388593,Artabazus (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Dec-95,1995.0,marvel
604042,Iraina (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1.0,May-83,1983.0,marvel
438004,Sid (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,,,marvel
7321,Gerald Stone (Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,9.0,Nov-88,1988.0,marvel
145153,Davo Yull (New Earth),,Good Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,"1967, January",1967.0,dc
5704,Sleepwalker (Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,72.0,Jun-91,1991.0,marvel
392495,Trull (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2.0,Apr-70,1970.0,marvel
130950,Constance Hollis (New Earth),,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,1.0,"1999, January",1999.0,dc
101756,Javelin (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14.0,"1984, February",1984.0,dc
251262,Virus (Corman) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,Nov-02,2002.0,marvel
483810,Doug Johnson (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,13.0,Dec-42,1942.0,marvel
491222,Lodah (Earth-616),,Good Characters,,,,,Living Characters,,Oct-78,1978.0,marvel
321378,Mister Finish (New Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,1.0,"1997, September",1997.0,dc
289229,Barium (New Earth),Secret Identity,Bad Characters,Photocellular Eyes,,Male Characters,,Living Characters,1.0,"1963, July",1963.0,dc
2695,Frank Farnum (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,28.0,May-66,1966.0,marvel
2606,Shanga Fia Delph'goram (Earth-616),Public Identity,Good Characters,Blue Eyes,No Hair,Female Characters,,Living Characters,,Sep-81,1981.0,marvel
64924,Jezebelle of New Genesis (New Earth),Secret Identity,Good Characters,Yellow Eyes,Red Hair,Female Characters,,Deceased Characters,8.0,"1977, July",1977.0,dc
481460,Stone Man (Nazi Creation) (Earth-616),Secret Identity,Bad Characters,,Purple Hair,,,Living Characters,1.0,Sep-42,1942.0,marvel
88972,Pinky Fusser (Earth-616),,,Grey Eyes,Black Hair,Male Characters,,Living Characters,1.0,Sep-80,1980.0,marvel
156379,Joanna Tanner (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,7.0,"2003, July",2003.0,dc
79517,Jordan Holiday (Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,1.0,Aug-98,1998.0,marvel
4610,Eshu (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,44.0,Sep-83,1983.0,marvel
141851,Toloc (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4.0,Oct-66,1966.0,marvel
565606,Cole (Omega Core) (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,7.0,May-04,2004.0,marvel
12755,Roderick Krupp (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,23.0,Sep-69,1969.0,marvel
122116,Valentina Allegra de Fontaine (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Living Characters,1.0,Jun-08,2008.0,marvel
165914,"Alice, Daily Planet (New Earth)",Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,21.0,"1987, May",1987.0,dc
406563,Jesus Badalemente (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Aug-90,1990.0,marvel
16229,Morrigan (New Earth),,,,Black Hair,,,Living Characters,3.0,"1998, August",1998.0,dc
754516,Carter Blackstone (Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Apr-45,1945.0,marvel
328441,Longshadow (New Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4.0,"1996, March",1996.0,dc
225566,Barin Char (New Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Deceased Characters,1.0,"2000, September",2000.0,dc
132254,Nite Lite (New Earth),Secret Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,6.0,"1999, February",1999.0,dc
73626,Gideon Wilson (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,5.0,Sep-07,2007.0,marvel
1519,Leonard Snart (New Earth),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,219.0,"1957, June",1957.0,dc
280459,Emery Arceneaux (Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,1.0,Apr-05,2005.0,marvel
439895,Rae LaCoste (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,27.0,Oct-87,1987.0,marvel
491262,Clive Vickers (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Oct-01,2001.0,marvel
27065,Isley (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2.0,May-02,2002.0,marvel
566828,Rhonda Monte (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Oct-93,1993.0,marvel
18464,Agent Syn (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,Nov-80,1980.0,marvel
461770,Jeremy Briggs (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,7.0,Aug-11,2011.0,marvel
289071,Saru-San (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Aug-68,1968.0,marvel
185028,Tama Janowitz (Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,1.0,Nov-88,1988.0,marvel
208143,Wicker Man (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,"2006, February",2006.0,dc
137347,Beni Sholin (New Earth),,Good Characters,,,Male Characters,,Living Characters,5.0,"2005, November",2005.0,dc
167175,Abyssma (New Earth),,Bad Characters,White Eyes,,Male Characters,,Living Characters,3.0,"2008, January",2008.0,dc
157268,Carol Erikson (New Earth),,,,Brown Hair,Female Characters,,Deceased Characters,1.0,"2004, September",2004.0,dc
563957,Omega Black (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,7.0,Jul-12,2012.0,marvel
193986,Dharr (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Dec-08,2008.0,marvel
84746,Weapon Y (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,May-93,1993.0,marvel
721569,Uri Geller (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1.0,May-76,1976.0,marvel
414999,Grondar (Earth-616),,,,White Hair,Male Characters,,Living Characters,1.0,Oct-77,1977.0,marvel
308402,Car-Vex (New Earth),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,"2010, May",2010.0,dc
168929,Mallory Moxon (New Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,5.0,"2001, July",2001.0,dc
306509,Toshiro Monsoon (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Mar-68,1968.0,marvel
1270,Cameron Hodge (Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,72.0,Feb-86,1986.0,marvel
67077,Provost (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,3.0,Apr-06,2006.0,marvel
15792,Mystic (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Aug-02,2002.0,marvel
51085,Niamh Chinn Oir (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14.0,Jul-79,1979.0,marvel
189262,Machine Messiah (New Earth),,Bad Characters,,,,,Living Characters,2.0,"1997, July",1997.0,dc
516569,Bel Cummings (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1.0,Mar-46,1946.0,marvel
241340,Waxman (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Aug-79,1979.0,marvel
524216,Shadu the Shady (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3.0,Nov-07,2007.0,marvel
486047,Sol Harriman (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Mar-43,1943.0,marvel
510301,X-666 (Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Apr-12,2012.0,marvel
251699,Unn (Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,3.0,Jun-86,1986.0,marvel
1896,Hope Taya (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,28.0,"1999, December",1999.0,dc
484122,Susquatch (Earth-616),,,,White Hair,Male Characters,,Deceased Characters,3.0,May-79,1979.0,marvel
129705,Eric Bolton (Earth-One),,Bad Characters,,,Male Characters,,Living Characters,4.0,"1966, January",1966.0,dc
434054,Peter Brand (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Sep-84,1984.0,marvel
262507,Grand Druid (New Earth),Public Identity,Bad Characters,,Orange Hair,Male Characters,,Living Characters,5.0,"1993, October",1993.0,dc
160927,Arnold Locane (New Earth),,,,,Male Characters,,Living Characters,1.0,"2004, September",2004.0,dc
205619,Henry Hackenbacker (New Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,2.0,"2011, March",2011.0,dc
1358,Vanessa Carlysle (Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Female Characters,,Living Characters,53.0,Feb-91,1991.0,marvel
76341,Danielle Cage (Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,84.0,Mar-06,2006.0,marvel
156939,Manticore I (New Earth),,Bad Characters,,,Male Characters,,Deceased Characters,7.0,"1987, May",1987.0,dc
18211,Harmonia (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14.0,"1987, February",1987.0,dc
716568,Susan Morse (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Aug-10,2010.0,marvel
665035,Ultra-Adaptoid (Earth-616),,Bad Characters,,,,,Living Characters,4.0,Oct-07,2007.0,marvel
164137,Iron Major (New Earth),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,7.0,"1965, September",1965.0,dc
127878,J.J. Crook (New Earth),,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,,"1994, February",1994.0,dc
1475,Dragon Man (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,139.0,Feb-65,1965.0,marvel
25842,Captain (Nextwave) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,15.0,Mar-06,2006.0,marvel
250484,Marinette Bwa Chech (Earth-616),Secret Identity,,,,Female Characters,,Living Characters,3.0,Mar-09,2009.0,marvel
477561,Baron Girbel (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Jun-42,1942.0,marvel
20286,Everett Ross (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,68.0,Sep-98,1998.0,marvel
112479,Ahk-Ton (New Earth),,Bad Characters,Black Eyes,,Male Characters,,Living Characters,8.0,"1965, January",1965.0,dc
177440,Jaunt (Earth-616),,Bad Characters,,,,,Deceased Characters,1.0,Nov-00,2000.0,marvel
3755,Harold Halston (New Earth),,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,1.0,"1987, June",1987.0,dc
403631,GenderTest,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1028.0,"1956, October",1956.0,dc
23592,Warshot (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,8.0,Feb-06,2006.0,marvel
258446,Thought Terror (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,"2005, June",2005.0,dc
77192,Krakoa (Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Living Characters,18.0,May-75,1975.0,marvel
56566,Magdalene Kyle (New Earth),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,18.0,"1989, February",1989.0,dc
248922,Steve Cochrane (Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,1.0,Sep-06,2006.0,marvel
84048,Miranda Rand (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,6.0,Dec-75,1975.0,marvel
676178,Walston Kraft (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Aug-98,1998.0,marvel
708675,Jenny Keaton (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Jun-09,2009.0,marvel
3634,Mazdan (Earth-One),,,,,Male Characters,,Living Characters,3.0,"1956, October",1956.0,dc
446004,Red Corker (Earth-616),Public Identity,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,1.0,Apr-40,1940.0,marvel
291926,Bill Leonard (Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,1.0,Nov-65,1965.0,marvel
1675,Gaia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Pink Hair,Female Characters,,Living Characters,14.0,Apr-98,1998.0,marvel
246266,Arnold Perril (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Oct-85,1985.0,marvel
1241,Brona (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,8.0,Aug-67,1967.0,marvel
81107,Henry Cannon (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,8.0,"1984, April",1984.0,dc
90599,Pamela Quinn (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Oct-79,1979.0,marvel
337282,Angel (Mysterio's Robots) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Oct-64,1964.0,marvel
282481,Jaime Vanderwall (Earth-616),,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,1.0,Oct-05,2005.0,marvel
184148,Delphyne Gorgon (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Female Characters,,Living Characters,23.0,Nov-08,2008.0,marvel
135954,Byron Stark (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,19.0,"1996, October",1996.0,dc
164545,Chronos (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,1.0,Oct-08,2008.0,marvel
456257,Toltec (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5.0,Apr-09,2009.0,marvel
1703,Neal Emerson (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,81.0,"1963, June",1963.0,dc
3640,Roy G. Bivolo (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,31.0,"1980, June",1980.0,dc
16922,Lucy Robinson (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,6.0,Mar-01,2001.0,marvel
196065,Fred Caskey (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Dec-88,1988.0,marvel
41869,Elizabeth Berg (New Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,6.0,"1976, September",1976.0,dc
2773,Bette Sans Souci (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,60.0,"1982, December",1982.0,dc
548051,Luther McCoy (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Dec-48,1948.0,marvel
16806,Bill Astin (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Sep-98,1998.0,marvel
560201,Eblis (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,1.0,Sep-82,1982.0,marvel
483624,Kenneth Bradley (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Oct-99,1999.0,marvel
68929,Ancestor (Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,5.0,Dec-94,1994.0,marvel
93220,Vesper (Legion of Vengeance) (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,6.0,Oct-92,1992.0,marvel
112353,Inez Luisa (New Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,2.0,1989,1989.0,dc
11131,Stringfellow (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Jan-04,2004.0,marvel
300451,Randac (Earth-616),Public Identity,Neutral Characters,Green Eyes,Bald,Male Characters,,Living Characters,6.0,Nov-67,1967.0,marvel
